Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
1326, Sharing Ideas in Play (1326),,Sharing Ideas in Play,https://slp.everydayspeech.com/video/sharing-ideas-in-play,video,2022-05-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Share,(1) Pre-k and K,Learn to Share Conversations,,,
1325, Interactive: My Conversation Skills  (1325),,Interactive: My Conversation Skills ,https://slp.everydayspeech.com/activity/my-conversation-skills,activity,2022-05-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Share,(1) Pre-k and K,Learn to Share Conversations,,,
1324, Sharing Conversations (1324),,Sharing Conversations,https://slp.everydayspeech.com/video/sharing-the-conversation,video,2022-05-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Share,(1) Pre-k and K,Learn to Share Conversations,,,
1323, Handling Embarrassment (1323),,Handling Embarrassment,https://slp.everydayspeech.com/video/handling-embarrassment-692,video,2022-05-04,Social Communication Skills,(3) Middle & High School,Advanced,Changing the Channel on Feelings,,,,,
1322, Conversation Drivers When Playing  (1322),,Conversation Drivers When Playing ,https://slp.everydayspeech.com/video/conversation-drivers-when-playing,video,2022-05-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Drivers & Stoppers,(1) Pre-k and K,Using Conversation Drivers & Stoppers,,,
1321, Using Conversation Drivers (1321),,Using Conversation Drivers,https://slp.everydayspeech.com/video/using-conversation-drivers,video,2022-05-05,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Drivers & Stoppers,(1) Pre-k and K,Using Conversation Drivers & Stoppers,,,
1328,ESW18 Topic Radar (1328),ESW18,Topic Radar,https://slp.everydayspeech.com/edsw/topic-radar-129,edsw,2022-05-11,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Topic Radar,,,,,
1331, Showing Friends We Care (1331),,Showing Friends We Care,https://slp.everydayspeech.com/video/showing-friends-we-care,video,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Empathy Essentials,(1) Pre-k and K,What is Empathy?,,,
1334, Interactive: I Care About You (1334),,Interactive: I Care About You,https://slp.everydayspeech.com/activity/interactive-i-care-about-you,activity,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Empathy Essentials,(1) Pre-k and K,What is Empathy?,,,
1335, Interactive: My Helpers (1335),,Interactive: My Helpers,https://slp.everydayspeech.com/activity/interactive-my-helpers,activity,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Solving a Problem,(1) Pre-k and K,Practice Solving Problems,,,
178,S074 Being a Good Sport I (178),S074,Being a Good Sport I,https://slp.everydayspeech.com/video/being-a-good-sport-i,video,2022-06-02,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Being a Good Sport,(2) Elementary School,What is a Good Sport?,,,
1330, Who Can Help Me? (1330),,Who Can Help Me?,https://slp.everydayspeech.com/video/who-can-help-me,video,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Solving a Problem,(1) Pre-k and K,Practice Solving Problems,,,
1332, Seeing Other Sides (1332),,Seeing Other Sides,https://slp.everydayspeech.com/video/seeing-other-sides,video,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Understanding Others' Point of View,(1) Pre-k and K,Seeing Others' Point of View,,,
1333, Interactive: My Worried Toolbox (1333),,Interactive: My Worried Toolbox,https://slp.everydayspeech.com/activity/interactive-my-worried-toolbox,activity,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(1) Pre-k and K,Mastering Staying Calm,,,
667,S027 Keeping Personal Space (667),S027,Keeping Personal Space,https://slp.everydayspeech.com/video/keeping-personal-space,video,2022-06-02,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Emergent,Keeping Personal Space,(2) Elementary School,How to Keep Personal Space,,,
1278, Getting Rid of Worries (1278),,Getting Rid of Worries,https://slp.everydayspeech.com/video/getting-rid-of-worries,video,2022-06-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(1) Pre-k and K,Mastering Staying Calm,,,
1440,SEL107 Daily Intention (1440),SEL107,Daily Intention,https://slp.everydayspeech.com/video/daily-intention,video,2022-07-13,Social Emotional Learning,"1st Grade, 2nd Grade",,,,,"2nd Grade, 1st Grade, 1st Grade, 2nd Grade","Relationship Skills, Relationship Skills, Self-Awareness, Social Awareness","5 Steps to Play, The Golden Rules of Play, Introducing Growth Mindset, Seeing Others' Point of View"
1411,W352 Interactive: Size of the Problem Sorting (1411),W352,Interactive: Size of the Problem Sorting,https://slp.everydayspeech.com/activity/interactive-size-of-the-problem-sorting,activity,2022-07-13,Social Emotional Learning,3rd Grade,,,,,3rd Grade,Responsible Decision-Making,Reacting to Problems
1415,W365 Interactive Worksheet: SMART Goal Setting (1415),W365,Interactive Worksheet: SMART Goal Setting,https://slp.everydayspeech.com/activity/interactive-smart-goal-setting,activity,2022-07-13,Social Emotional Learning,5th Grade,,,,,5th Grade,Self-Management,Writing SMART Goals
1410,W339 Interactive: My Support System (1410),W339,Interactive: My Support System,https://slp.everydayspeech.com/activity/interactive-my-support-system,activity,2022-07-13,Social Emotional Learning,1st Grade,,,,,1st Grade,Self-Awareness,Building a Support System
1401,W342 Interactive: I Can Train My Brain Sorting (1401),W342,Interactive: I Can Train My Brain Sorting,https://slp.everydayspeech.com/activity/interactive-i-can-train-my-brain-sorting,activity,2022-07-13,Social Emotional Learning,2nd Grade,,,,,2nd Grade,Self-Awareness,Using Your Growth Mindset
1438, Thinking Positive Review (1438),,Thinking Positive Review,https://slp.everydayspeech.com/activity/visual-support-thinking-positive-review,activity,2022-07-13,Social Emotional Learning,5th Grade,,,,,,,
1368,SEL138 Naming Our Feelings (1368),SEL138,Naming Our Feelings,https://slp.everydayspeech.com/video/naming-our-feelings,video,2022-07-13,Social Emotional Learning,1st Grade,,,,,"1st Grade, 1st Grade","Self-Management, Responsible Decision-Making","Setting My Own Goals, THINKING Before We Speak"
1407,W364 Interactive: My Motivators (1407),W364,Interactive: My Motivators,https://slp.everydayspeech.com/activity/my-motivators,activity,2022-07-13,Social Emotional Learning,5th Grade,,,,,5th Grade,Self-Management,What Motivates Me?
1430,G40 Pass it On: Self-Control (1430),G40,Pass it On: Self-Control,https://slp.everydayspeech.com/game/pass-it-on-self-control,game,2022-07-13,Social Emotional Learning,1st Grade,,,,,1st Grade,Self-Management,Using Self-Control Strategies
1402,W358 Interactive: I Hear You (1402),W358,Interactive: I Hear You,https://slp.everydayspeech.com/activity/interactive-i-hear-you,activity,2022-07-13,Social Emotional Learning,4th Grade,,,,,4th Grade,Relationship Skills,I Hear You
1404,W362 Interactive: Identifying My Core Values (1404),W362,Interactive: Identifying My Core Values,https://slp.everydayspeech.com/activity/interactive-identifying-my-core-values,activity,2022-07-13,Social Emotional Learning,5th Grade,,,,,5th Grade,Self-Awareness,My Traits & Values
1462,SEL119 Relaxing Our Muscles (1462),SEL119,Relaxing Our Muscles,https://slp.everydayspeech.com/video/relaxing-our-muscles,video,2022-07-13,Social Emotional Learning,"1st Grade, 2nd Grade",,,,,"1st Grade, 2nd Grade, 1st Grade, 2nd Grade","Responsible Decision-Making, Relationship Skills, Self-Management, Self-Awareness","Making Smart Choices, Being a Good Sport, Using Self-Control Strategies, How We Talk to Ourselves"
1442,SEL65 Deep Seeing (1442),SEL65,Deep Seeing,https://slp.everydayspeech.com/video/deep-seeing,video,2022-07-13,Social Emotional Learning,"4th Grade, 5th Grade",,,,,"5th Grade, 4th Grade","Social Awareness, Social Awareness","Standing Up For Others, Being a Social Chameleon"
1446,SEL59 Finding Silver Linings (1446),SEL59,Finding Silver Linings,https://slp.everydayspeech.com/video/finding-silver-linings,video,2022-07-13,Social Emotional Learning,"4th Grade, 5th Grade",,,,,"5th Grade, 4th Grade, 4th Grade","Relationship Skills, Relationship Skills, Self-Awareness","Self-Advocacy with Friends, I Hear You, Keeping a Growth Mindset"
1429,G39 Operation Pizza: Problem Solving (1429),G39,Operation Pizza: Problem Solving,https://slp.everydayspeech.com/game/operation-pizza-problem-solving,game,2022-07-13,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School, 4th Grade","Intermediate, Advanced",Solving a Problem,,,4th Grade,Responsible Decision-Making,Problems Practice
1475,SEL112 Grounding Ourselves (1475),SEL112,Grounding Ourselves,https://slp.everydayspeech.com/video/grounding-ourselves,video,2022-07-13,Social Emotional Learning,"1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade",,,,,"1st Grade, 2nd Grade, 5th Grade, 4th Grade, 4th Grade, 2nd Grade, 5th Grade, 1st Grade, 3rd Grade","Self-Management, Relationship Skills, Self-Awareness, Responsible Decision-Making, Self-Management, Self-Awareness, Social Awareness, Responsible Decision-Making, Relationship Skills","Introduction to Mindfulness, How to be Inclusive, How We Grow from our Challenges, Managing Our Reactions, Mastering Mindfulness, Getting in Touch with Ourselves, Being Empathetic, Staying Calm to Solve a Problem, Solving Problems with Friends"
1388,SEL88 Who are my Resources? (1388),SEL88,Who are my Resources?,https://slp.everydayspeech.com/video/who-are-my-resources,video,2022-07-13,Social Emotional Learning,4th Grade,,,,,4th Grade,Self-Awareness,Who are my Resources?
1455,SEL127 Letting Go of Fears (1455),SEL127,Letting Go of Fears,https://slp.everydayspeech.com/video/letting-go-of-fears,video,2022-07-13,Social Emotional Learning,"3rd Grade, 4th Grade",,,,,"3rd Grade, 4th Grade, 4th Grade, 3rd Grade","Self-Management, Self-Awareness, Relationship Skills, Relationship Skills","Becoming a Listener, Who are my Resources?, How We're Treated Online, Handling Conflict"
1372,SEL63 Pinwheel Breathing (1372),SEL63,Pinwheel Breathing,https://slp.everydayspeech.com/video/pinwheel-breathing,video,2022-07-13,Social Emotional Learning,3rd Grade,,,,,3rd Grade,Self-Awareness,Focusing on Self-Talk
1338,SEL136 Animal Meditation (1338),SEL136,Animal Meditation,https://slp.everydayspeech.com/video/animal-meditation,video,2022-07-13,Social Emotional Learning,1st Grade,,,,,"1st Grade, 1st Grade","Relationship Skills, Self-Awareness","Being Helpful, Building a Support System"
1466,SEL108 Wall Push Ups (1466),SEL108,Wall Push Ups,https://slp.everydayspeech.com/video/wall-push-ups,video,2022-07-13,Social Emotional Learning,"1st Grade, 2nd Grade",,,,,"2nd Grade, 1st Grade, 1st Grade","Social Awareness, Self-Awareness, Relationship Skills","Getting Along with Siblings, Who are My Supports?, Asking For & Giving Help"
1389,SEL68 Who are My Supports? (1389),SEL68,Who are My Supports?,https://slp.everydayspeech.com/video/who-are-my-supports,video,2022-07-13,Social Emotional Learning,1st Grade,,,,,1st Grade,Self-Awareness,Who are My Supports?
1367,SEL111 Movement Break - Air Guitar (1367),SEL111,Movement Break - Air Guitar,https://slp.everydayspeech.com/video/movement-break-air-guitar,video,2022-07-13,Social Emotional Learning,1st Grade,,,,,1st Grade,Self-Management,Making Calm Choices
1397,W344 Interactive Worksheet: Challenges and Solutions (1397),W344,Interactive Worksheet: Challenges and Solutions,https://slp.everydayspeech.com/activity/interactive-challenges-and-solutions,activity,2022-07-13,Social Emotional Learning,2nd Grade,,,,,2nd Grade,Self-Management,Working Through Challenges
1391,W353 Exercise Dice (1391),W353,Exercise Dice,https://slp.everydayspeech.com/activity/exercise-dice,activity,2022-07-13,Social Emotional Learning,3rd Grade,,,,,3rd Grade,Responsible Decision-Making,Healthy Habits: Let’s Get Moving
1376,SEL103 Sleep Hygiene (1376),SEL103,Sleep Hygiene,https://slp.everydayspeech.com/video/sleep-hygiene,video,2022-07-13,Social Emotional Learning,5th Grade,,,,,5th Grade,Responsible Decision-Making,Healthy Habits: Sleep Hygiene
1379,SEL61 Tense and Release (1379),SEL61,Tense and Release,https://slp.everydayspeech.com/video/tense-and-release,video,2022-07-13,Social Emotional Learning,4th Grade,,,,,"4th Grade, 4th Grade","Self-Awareness, Relationship Skills","Resilience, Showing Empathy"
1439,SEL132 360 Breathing (1439),SEL132,360 Breathing,https://slp.everydayspeech.com/video/360-breathing,video,2022-07-13,Social Emotional Learning,"4th Grade, 5th Grade",,,,,"5th Grade, 4th Grade, 5th Grade, 4th Grade, 4th Grade","Social Awareness, Self-Awareness, Self-Awareness, Social Awareness, Relationship Skills","Showing Respect, Coping with Tough Emotions, Learning Accountability, Group Perspectives, Peer Pressure"
1405,W340 Interactive: My Mindful Toolbox (1405),W340,Interactive: My Mindful Toolbox,https://slp.everydayspeech.com/activity/interactive-my-mindful-toolbox,activity,2022-07-13,Social Emotional Learning,1st Grade,,,,,1st Grade,Self-Management,Using Mindfulness
1377,SEL137 Super Senses (1377),SEL137,Super Senses,https://slp.everydayspeech.com/video/super-senses,video,2022-07-13,Social Emotional Learning,1st Grade,,,,,"1st Grade, 1st Grade","Responsible Decision-Making, Self-Management","Problem Solving Steps, Using Mindfulness"
1346,SEL62 Chair Yoga (1346),SEL62,Chair Yoga,https://slp.everydayspeech.com/video/chair-yoga,video,2022-07-13,Social Emotional Learning,4th Grade,,,,,"4th Grade, 4th Grade","Self-Management, Responsible Decision-Making","Handling Pressure, Problems Practice"
1421,W356 Interactive: What I’m Grateful For (1421),W356,Interactive: What I’m Grateful For,https://slp.everydayspeech.com/activity/interactive-what-i-m-grateful-for,activity,2022-07-13,Social Emotional Learning,4th Grade,,,,,4th Grade,Social Awareness,What am I Grateful For?
1457,SEL52 Mindful Walking (1457),SEL52,Mindful Walking,https://slp.everydayspeech.com/video/mindful-walking,video,2022-07-13,Social Emotional Learning,2nd Grade,,,,,"2nd Grade, 2nd Grade, 3rd Grade","Self-Awareness, Relationship Skills, Responsible Decision-Making","Growing Confidence, Friendship Conflicts, Healthy Habits: Exercising"
1458,SEL123 Pretend Jump Rope (1458),SEL123,Pretend Jump Rope,https://slp.everydayspeech.com/video/pretend-jump-rope,video,2022-07-13,Social Emotional Learning,2nd Grade,,,,,"2nd Grade, 3rd Grade, 3rd Grade","Social Awareness, Self-Management, Relationship Skills","Situational Awareness, Stress Busting Strategies, Compromising with Others"
